"Kanton";"Fahrzeuggruppe / -art";"Jahr der 1. Inverkehrsetzung";"Treibstoff";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024"
"Schweiz";"> Personentransportfahrzeuge";"2005 - 2009";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Personentransportfahrzeuge";"2010 - 2014";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;92;148;193;236;241;234;214;212;217;203;204;198;193;191
"Schweiz";"> Personentransportfahrzeuge";"2010 - 2014";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2354;5967;10177;14106;18227;19146;19238;19274;19352;19491;19321;19735;19748;20109;20049
"Schweiz";"> Personentransportfahrzeuge";"2010 - 2014";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;20;23;24;27;25;25;25;23;25;25;22;22;21
"Schweiz";"> Personentransportfahrzeuge";"2010 - 2014";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;64;97;134;139;135;131;116;116;119;103;97;96;99;80
"Schweiz";"> Personentransportfahrzeuge";"2010 - 2014";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Personentransportfahrzeuge";"2015";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;50;48;45;41;38;34;30;29;28
"Schweiz";"> Personentransportfahrzeuge";"2015";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3821;4734;4783;4773;4785;4822;4974;5018;5163;5274
"Schweiz";"> Personentransportfahrzeuge";"2015";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;2;4;4;4;5;5;2
"Schweiz";"> Personentransportfahrzeuge";"2015";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;30;29;28;29;32;32;32;32;31
"Schweiz";"> Personentransportfahrzeuge";"2015";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Personentransportfahrzeuge";"2016";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;70;65;63;56;52;52;57;53
"Schweiz";"> Personentransportfahrzeuge";"2016";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4106;5097;5141;5114;5073;5251;5306;5436;5512
"Schweiz";"> Personentransportfahrzeuge";"2016";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;3;3;3;1;1;1
"Schweiz";"> Personentransportfahrzeuge";"2016";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;35;35;34;34;35;35;36;37
"Schweiz";"> Personentransportfahrzeuge";"2016";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Personentransportfahrzeuge";"2017";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;65;68;67;60;57;63;69
"Schweiz";"> Personentransportfahrzeuge";"2017";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4416;5447;5458;5447;5503;5606;5853;5885
"Schweiz";"> Personentransportfahrzeuge";"2017";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;8;7;6;5;5;5
"Schweiz";"> Personentransportfahrzeuge";"2017";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;29;29;29;28;29;30;30
"Schweiz";"> Personentransportfahrzeuge";"2017";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Personentransportfahrzeuge";"2018";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;78;79;80;79;83;85
"Schweiz";"> Personentransportfahrzeuge";"2018";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4363;5283;5305;5411;5394;5625;5788
"Schweiz";"> Personentransportfahrzeuge";"2018";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;19;19;19;20;20;20
"Schweiz";"> Personentransportfahrzeuge";"2018";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;44;45;44;44;44;45
"Schweiz";"> Personentransportfahrzeuge";"2018";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Personentransportfahrzeuge";"2019";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;44;46;49;39;51
"Schweiz";"> Personentransportfahrzeuge";"2019";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5184;6189;6272;6255;6395;6493
"Schweiz";"> Personentransportfahrzeuge";"2019";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;10;12;11;10;9
"Schweiz";"> Personentransportfahrzeuge";"2019";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;109;105;104;108;106
"Schweiz";"> Personentransportfahrzeuge";"2019";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Personentransportfahrzeuge";"2020";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;30;31;25;25
"Schweiz";"> Personentransportfahrzeuge";"2020";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5723;7411;7359;7489;7495
"Schweiz";"> Personentransportfahrzeuge";"2020";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;30;33;34;34
"Schweiz";"> Personentransportfahrzeuge";"2020";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;212;211;212;211
"Schweiz";"> Personentransportfahrzeuge";"2020";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Personentransportfahrzeuge";"2021";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;100;101;94
"Schweiz";"> Personentransportfahrzeuge";"2021";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7161;9080;9223;9261
"Schweiz";"> Personentransportfahrzeuge";"2021";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;70;74;75
"Schweiz";"> Personentransportfahrzeuge";"2021";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;226;228;228
"Schweiz";"> Personentransportfahrzeuge";"2021";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Personentransportfahrzeuge";"2022";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;78;86
"Schweiz";"> Personentransportfahrzeuge";"2022";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6079;7532;7643
"Schweiz";"> Personentransportfahrzeuge";"2022";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;140;148
"Schweiz";"> Personentransportfahrzeuge";"2022";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;121;120
"Schweiz";"> Personentransportfahrzeuge";"2022";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Personentransportfahrzeuge";"2023";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;51
"Schweiz";"> Personentransportfahrzeuge";"2023";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5839;7828
"Schweiz";"> Personentransportfahrzeuge";"2023";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;206
"Schweiz";"> Personentransportfahrzeuge";"2023";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;196
"Schweiz";"> Personentransportfahrzeuge";"2023";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Personentransportfahrzeuge";"2024";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23
"Schweiz";"> Personentransportfahrzeuge";"2024";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5926
"Schweiz";"> Personentransportfahrzeuge";"2024";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133
"Schweiz";"> Personentransportfahrzeuge";"2024";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103
"Schweiz";"> Personentransportfahrzeuge";"2024";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Personentransportfahrzeuge";"Unbekannt";"Benzin";1;2;1;4;4;4;2;1;0;0;0;0;0;0;0;2;0;3;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Personentransportfahrzeuge";"Unbekannt";"Diesel";21;19;10;10;12;10;13;18;0;0;0;0;0;0;0;80;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Personentransportfahrzeuge";"Unbekannt";"Elektrisch";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Personentransportfahrzeuge";"Unbekannt";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Personentransportfahrzeuge";"Unbekannt";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Sachentransportfahrzeuge";"Vor 1960";"Benzin";343;334;331;324;311;326;317;307;306;311;319;313;308;293;293;287;358;360;391;380;364;385;410;421;467;497;569;586;649;686;710;743;766;803;836
"Schweiz";"> Sachentransportfahrzeuge";"Vor 1960";"Diesel";292;315;324;295;307;266;241;235;235;219;199;192;179;173;164;154;176;173;147;145;149;162;150;144;154;155;172;172;170;172;178;164;150;167;165
"Schweiz";"> Sachentransportfahrzeuge";"Vor 1960";"Elektrisch";9;8;8;6;5;4;4;4;3;3;3;3;3;3;3;3;0;0;0;0;0;1;1;1;1;3;3;4;3;3;3;3;3;3;3
"Schweiz";"> Sachentransportfahrzeuge";"Vor 1960";"Anderer";3;3;3;2;2;2;2;1;1;1;1;2;1;0;0;2;2;3;26;44;57;56;54;53;50;45;44;40;37;36;33;53;45;48;42
"Schweiz";"> Sachentransportfahrzeuge";"Vor 1960";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Sachentransportfahrzeuge";"1960 - 1979";"Benzin";21881;17894;14279;11699;10190;10787;9570;8483;7684;7108;6460;5947;5503;5196;5004;4860;4550;4354;4160;3751;3402;3277;3199;3006;3009;3004;2963;2952;2953;2959;2953;2998;2987;2975;2979
"Schweiz";"> Sachentransportfahrzeuge";"1960 - 1979";"Diesel";19065;16366;14001;11970;10673;9322;7898;6907;6056;5310;4281;3455;3004;2615;2294;2217;1944;1776;1506;1226;1148;1061;976;759;692;656;624;583;564;557;543;531;509;506;496
"Schweiz";"> Sachentransportfahrzeuge";"1960 - 1979";"Elektrisch";22;19;18;16;15;12;9;8;9;9;9;7;7;7;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;3;4
"Schweiz";"> Sachentransportfahrzeuge";"1960 - 1979";"Anderer";6;5;5;28;61;86;87;52;31;17;15;14;0;2;2;30;47;14;113;174;230;231;236;226;215;195;174;151;140;134;127;138;133;124;115
"Schweiz";"> Sachentransportfahrzeuge";"1960 - 1979";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Sachentransportfahrzeuge";"1980 - 1989";"Benzin";120114;113310;104918;97295;90560;83899;76072;67812;60055;53231;45113;37708;31855;26677;22874;19932;16885;14747;12347;9830;7830;6724;5776;4866;4229;3776;3397;3136;2907;2653;2508;2403;2286;2168;2094
"Schweiz";"> Sachentransportfahrzeuge";"1980 - 1989";"Diesel";70565;67915;64457;60824;57903;54981;50617;46621;42649;39034;33477;28130;24045;20613;18363;17150;14283;12390;9243;7145;6459;5651;4847;4114;3481;3018;2647;2384;2172;1974;1762;1628;1498;1415;1323
"Schweiz";"> Sachentransportfahrzeuge";"1980 - 1989";"Elektrisch";10;10;13;10;8;6;6;4;4;4;3;3;3;2;3;4;2;2;3;2;2;2;2;2;2;2;2;3;4;4;4;4;4;2;3
"Schweiz";"> Sachentransportfahrzeuge";"1980 - 1989";"Anderer";13;12;11;70;253;361;433;309;224;160;102;76;5;5;5;41;39;34;122;64;104;121;116;95;75;55;41;27;24;21;17;31;29;24;20
"Schweiz";"> Sachentransportfahrzeuge";"1980 - 1989";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Sachentransportfahrzeuge";"1990 - 1999";"Benzin";10275;23514;34274;41882;50538;59422;66863;73498;80014;85727;85054;81366;76902;72309;67410;62704;57339;51445;45058;38706;33227;28481;23795;19364;16180;13390;11332;9691;8306;7218;6463;5924;5368;4971;4577
"Schweiz";"> Sachentransportfahrzeuge";"1990 - 1999";"Diesel";9498;17896;23955;28993;35372;42744;50733;59805;69971;82693;83863;80277;76433;72109;68502;65548;60731;56354;46982;40024;35302;31196;27052;22703;19104;16111;13648;11691;9924;8429;7277;6479;5758;5149;4592
"Schweiz";"> Sachentransportfahrzeuge";"1990 - 1999";"Elektrisch";0;7;9;26;29;25;36;39;48;62;63;59;49;49;45;40;34;32;28;24;21;22;16;13;10;9;3;3;4;4;3;3;4;4;4
"Schweiz";"> Sachentransportfahrzeuge";"1990 - 1999";"Anderer";0;0;0;13;50;96;117;103;88;63;51;63;34;31;30;43;47;57;104;124;167;147;130;107;80;64;56;49;43;38;32;34;28;30;26
"Schweiz";"> Sachentransportfahrzeuge";"1990 - 1999";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Sachentransportfahrzeuge";"2000 - 2004";"Benzin";0;0;0;0;0;0;0;0;0;0;5614;11919;17277;20972;24358;24968;24775;24095;23147;22200;21111;19761;18303;16378;14529;12654;11068;9436;8012;6720;5821;5026;4338;3866;3475
"Schweiz";"> Sachentransportfahrzeuge";"2000 - 2004";"Diesel";0;0;0;0;0;0;0;0;0;0;13780;35542;54352;71055;88507;92101;91179;88761;84349;80067;76405;72352;66640;60470;54372;47982;42271;36593;31404;26947;23446;20710;18341;16392;14471
"Schweiz";"> Sachentransportfahrzeuge";"2000 - 2004";"Elektrisch";0;0;0;0;0;0;0;0;0;0;21;22;33;48;62;65;64;58;54;51;49;47;38;32;26;24;21;17;16;14;11;7;6;6;5
"Schweiz";"> Sachentransportfahrzeuge";"2000 - 2004";"Anderer";0;0;0;0;0;0;0;0;0;0;89;147;148;169;267;320;306;304;313;304;272;253;224;201;167;143;111;86;70;47;41;33;23;19;15
"Schweiz";"> Sachentransportfahrzeuge";"2000 - 2004";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Sachentransportfahrzeuge";"2005 - 2009";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1997;5696;8846;12282;15615;16347;16204;15912;15340;14845;14034;13107;12110;11105;10043;9177;8227;7366;6716;5988
"Schweiz";"> Sachentransportfahrzeuge";"2005 - 2009";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12803;35186;59603;84718;106383;110848;109483;106985;103734;99669;94894;88682;81751;74584;66932;60283;54388;49269;44699;39777
"Schweiz";"> Sachentransportfahrzeuge";"2005 - 2009";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;12;14;25;26;28;28;27;23;20;14;13;12;9;10;9;7;6;5;5
"Schweiz";"> Sachentransportfahrzeuge";"2005 - 2009";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;379;716;1112;1521;1594;1583;1566;1504;1436;1347;1233;1133;982;896;807;703;604;534;469
"Schweiz";"> Sachentransportfahrzeuge";"2005 - 2009";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Sachentransportfahrzeuge";"2010 - 2014";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2519;5923;9271;12077;14956;15580;15336;14859;14428;13889;13369;12831;12176;11487;10825
"Schweiz";"> Sachentransportfahrzeuge";"2010 - 2014";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17352;44945;75370;104506;133022;138647;136689;133228;128944;123663;118542;112775;106904;100317;92499
"Schweiz";"> Sachentransportfahrzeuge";"2010 - 2014";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;17;135;250;331;361;355;359;352;331;330;319;311;290;261
"Schweiz";"> Sachentransportfahrzeuge";"2010 - 2014";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;439;695;972;1159;1257;1240;1214;1160;1136;1067;980;927;849;776
"Schweiz";"> Sachentransportfahrzeuge";"2010 - 2014";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Sachentransportfahrzeuge";"2015";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2330;3116;3101;3072;2977;2943;2886;2821;2745;2631
"Schweiz";"> Sachentransportfahrzeuge";"2015";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23106;30952;30804;30740;30142;29626;29232;28507;27420;25916
"Schweiz";"> Sachentransportfahrzeuge";"2015";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;153;155;157;163;159;154;158;157;151
"Schweiz";"> Sachentransportfahrzeuge";"2015";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;150;153;149;150;149;143;139;140;133
"Schweiz";"> Sachentransportfahrzeuge";"2015";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Sachentransportfahrzeuge";"2016";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2264;2926;2891;2863;2766;2727;2693;2623;2538
"Schweiz";"> Sachentransportfahrzeuge";"2016";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22868;30408;30323;30064;29430;29119;28482;27616;26335
"Schweiz";"> Sachentransportfahrzeuge";"2016";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;179;177;183;178;177;178;180;168
"Schweiz";"> Sachentransportfahrzeuge";"2016";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;177;176;175;173;165;166;168;158
"Schweiz";"> Sachentransportfahrzeuge";"2016";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Sachentransportfahrzeuge";"2017";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2382;3192;3185;3174;3087;3006;2964;2918
"Schweiz";"> Sachentransportfahrzeuge";"2017";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23714;32161;31823;31806;31478;30703;30008;28982
"Schweiz";"> Sachentransportfahrzeuge";"2017";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;185;189;190;190;191;185;183
"Schweiz";"> Sachentransportfahrzeuge";"2017";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;176;174;175;160;158;149;146
"Schweiz";"> Sachentransportfahrzeuge";"2017";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Sachentransportfahrzeuge";"2018";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2537;3397;3398;3403;3354;3285;3190
"Schweiz";"> Sachentransportfahrzeuge";"2018";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23539;31906;31936;31882;31425;30373;29474
"Schweiz";"> Sachentransportfahrzeuge";"2018";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;286;290;292;295;291;281
"Schweiz";"> Sachentransportfahrzeuge";"2018";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163;198;198;202;201;194;188
"Schweiz";"> Sachentransportfahrzeuge";"2018";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Sachentransportfahrzeuge";"2019";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2559;3928;4201;4263;4210;4004
"Schweiz";"> Sachentransportfahrzeuge";"2019";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24280;33155;33571;33385;32814;31546
"Schweiz";"> Sachentransportfahrzeuge";"2019";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;447;560;563;563;541;445
"Schweiz";"> Sachentransportfahrzeuge";"2019";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;211;214;219;221;221
"Schweiz";"> Sachentransportfahrzeuge";"2019";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweiz";"> Sachentransportfahrzeuge";"2020";"Benzin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1408;1936;1942;1920;1897
"Schweiz";"> Sachentransportfahrzeuge";"2020";"Diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20226;28301;28278;28047;27537
"Schweiz";"> Sachentransportfahrzeuge";"2020";"Elektrisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;366;756;771;762;681
"Schweiz";"> Sachentransportfahrzeuge";"2020";"Anderer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224;295;298;298;291
"Schweiz";"> Sachentransportfahrzeuge";"2020";"Ohne Motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
